gender,name,frequency
F,Mary,55846
F,Susan,45175
F,Linda,41902
F,Karen,38484
F,Patricia,37963
F,Debra,35524
F,Deborah,32946
F,Cynthia,31010
F,Barbara,27879
F,Donna,26957
F,Pamela,25282
F,Nancy,24818
F,Cheryl,24121
F,Kathy,23941
F,Sandra,21833
F,Brenda,21336
F,Sharon,21116
F,Diane,20817
F,Lisa,20202
F,Carol,19683
F,Kathleen,19206
F,Elizabeth,18537
F,Julie,18213
F,Debbie,17860
F,Cindy,16585
F,Teresa,15604
F,Denise,14958
F,Janet,14819
F,Laura,13515
F,Lori,13035
F,Margaret,12314
F,Robin,11547
F,Theresa,11452
F,Cathy,10941
F,Janice,10889
F,Judy,10839
F,Carolyn,10816
F,Catherine,10770
F,Kimberly,10712
F,Kim,10661
F,Rebecca,10417
F,Peggy,10069
F,Christine,10061
F,Tammy,9989
F,Diana,9170
F,Joyce,9030
F,Ann,8856
F,Rhonda,8342
F,Darlene,8279
F,Connie,8212
F,Terri,8184
F,Shirley,8093
F,Paula,8028
F,Betty,7714
F,Beverly,7679
F,Michelle,7460
F,Vicki,7433
F,Kathryn,7323
F,Sheila,7288
F,Lynn,7215
F,Jane,7196
F,Judith,7105
F,Bonnie,6994
F,Valerie,6919
F,Maria,6898
F,Wanda,6892
F,Sherry,6802
F,Joan,6787
F,Martha,6753
F,Laurie,6735
F,Tina,6620
F,Gail,6609
F,Jean,6521
F,Katherine,6433
F,Vickie,6251
F,Annette,6134
F,Gloria,6133
F,Rose,6044
F,Leslie,6014
F,Joanne,5928
F,Jennifer,5881
F,Anita,5775
F,Angela,5764
F,Dawn,5675
F,Virginia,5667
F,Dorothy,5539
F,Anne,5455
F,Rita,5342
F,Terry,5326
F,Ruth,5247
F,Jo,5228
F,Michele,5212
F,Ellen,5156
F,Phyllis,5082
F,Beth,4979
F,Marilyn,4947
F,Amy,4822
F,Jill,4808
F,Jacqueline,4787
F,Helen,4769
F,Elaine,4744
F,Sue,4673
F,Anna,4662
F,Suzanne,4636
F,Renee,4498
F,Marie,4488
F,Wendy,4484
F,Kelly,4473
F,Victoria,4466
F,Maureen,4459
F,Becky,4363
F,Sally,4305
F,Stephanie,4253
F,Sylvia,4155
F,Alice,4125
F,Colleen,3921
F,Sarah,3911
F,Frances,3845
F,Julia,3835
F,Regina,3828
F,Sheryl,3791
F,Joann,3699
F,Jeanne,3609
F,Penny,3556
F,Eileen,3526
F,Carla,3502
F,Tamara,3411
F,Marcia,3354
F,Yvonne,3326
F,Melissa,3325
F,Doris,3318
F,Loretta,3314
F,Roberta,3301
F,Evelyn,3276
F,Andrea,3242
F,Lorraine,3161
F,Patti,3114
F,Charlene,3065
F,Pam,3065
F,Charlotte,3014
F,Glenda,2981
F,Dianne,2935
F,Melinda,2935
F,Belinda,2823
F,Gina,2818
F,Patty,2790
F,Joy,2764
F,Vanessa,2744
F,Norma,2738
F,Vicky,2673
F,Gwendolyn,2669
F,Jackie,2657
F,Jan,2631
F,Lois,2625
F,Carrie,2580
F,Sandy,2567
F,Melanie,2534
F,Marsha,2501
F,Sherri,2472
F,Monica,2415
F,Doreen,2395
F,Dana,2388
F,Toni,2385
F,Audrey,2343
F,Christina,2309
F,Yolanda,2260
F,Debora,2249
F,Holly,2242
F,Kay,2238
F,Jody,2226
F,Rosemary,2222
F,Vivian,2205
F,Veronica,2170
F,Juanita,2160
F,Irene,2150
F,Lynne,2135
F,Carmen,2121
F,Tracy,2110
F,Jeanette,2098
F,Shelia,2091
F,Marianne,2076
F,Louise,2009
F,Constance,2000
F,Sara,1991
F,Marlene,1964
F,Gayle,1947
F,Heidi,1946
F,Teri,1883
F,Rosa,1862
F,June,1829
F,Tami,1829
F,Arlene,1779
F,Eva,1765
F,Lynda,1741
F,Melody,1741
F,Annie,1725
F,Shelley,1722
F,Dianna,1709
F,Grace,1705
F,Lee,1696
F,Rachel,1662
F,Ruby,1639
F,Sheri,1600
F,Delores,1596
F,Roxanne,1586
F,Claudia,1581
F,Lydia,1577
F,Geraldine,1565
F,Ramona,1553
F,Dolores,1526
F,Patrice,1511
F,Carole,1510
F,Bernadette,1496
F,Karla,1484
F,Patsy,1453
F,Marjorie,1442
F,Joni,1422
F,Lillian,1420
F,Priscilla,1396
F,Deanna,1381
F,Shelly,1379
F,Susie,1361
F,Darla,1355
F,April,1352
F,Lauren,1346
F,Esther,1345
F,Chris,1340
F,Sherrie,1338
F,Jayne,1326
F,Edith,1317
F,Mildred,1314
F,Jamie,1312
F,Tammie,1311
F,Crystal,1307
F,Margie,1292
F,Betsy,1288
F,Myra,1287
F,Natalie,1283
F,Josephine,1275
F,Jodi,1273
