gender,name,frequency
F,Jennifer,56318
F,Melissa,28325
F,Jessica,26102
F,Amy,23213
F,Heather,22270
F,Amanda,20518
F,Angela,20518
F,Sarah,19974
F,Michelle,18857
F,Nicole,17278
F,Lisa,17034
F,Kelly,16978
F,Kimberly,16876
F,Elizabeth,16810
F,Christina,16369
F,Stephanie,16230
F,Rebecca,13797
F,Crystal,12591
F,Laura,11243
F,Jamie,10982
F,Erin,10787
F,Shannon,10599
F,Andrea,10460
F,Mary,10039
F,Rachel,9803
F,Julie,9795
F,April,9591
F,Sara,8868
F,Christine,8273
F,Amber,8174
F,Danielle,7984
F,Tiffany,7700
F,Emily,7474
F,Erica,7340
F,Carrie,7318
F,Maria,7016
F,Brandy,6699
F,Katherine,6625
F,Karen,6371
F,Tara,6329
F,Megan,5897
F,Monica,5867
F,Misty,5834
F,Stacy,5776
F,Tina,5699
F,Jill,5676
F,Tracy,5631
F,Patricia,5498
F,Susan,5418
F,Cynthia,5403
F,Kristy,5331
F,Dawn,5217
F,Stacey,4998
F,Melanie,4997
F,Holly,4972
F,Wendy,4918
F,Kathryn,4808
F,Alicia,4752
F,Christy,4661
F,Lori,4631
F,Brandi,4500
F,Kristen,4368
F,Leslie,4342
F,Kristina,4229
F,Anna,4173
F,Natalie,4166
F,Tammy,4070
F,Courtney,4031
F,Sandra,4005
F,Dana,4003
F,Jaime,4003
F,Catherine,3959
F,Veronica,3934
F,Samantha,3888
F,Allison,3864
F,Vanessa,3853
F,Tonya,3826
F,Kristin,3807
F,Kathleen,3743
F,Lauren,3670
F,Jacqueline,3576
F,Tanya,3576
F,Heidi,3567
F,Melinda,3563
F,Denise,3519
F,Michele,3484
F,Ashley,3482
F,Teresa,3472
F,Robin,3442
F,Katie,3426
F,Sabrina,3350
F,Valerie,3299
F,Gina,3221
F,Cheryl,3167
F,Lindsay,3123
F,Mandy,3110
F,Nancy,3045
F,Kristi,2992
F,Renee,2969
F,Linda,2930
F,Theresa,2922
F,Diana,2884
F,Brenda,2873
F,Erika,2827
F,Tamara,2802
F,Sharon,2755
F,Beth,2741
F,Leah,2710
F,Pamela,2690
F,Margaret,2629
F,Jenny,2617
F,Julia,2595
F,Barbara,2579
F,Natasha,2555
F,Brooke,2533
F,Nichole,2511
F,Suzanne,2507
F,Deborah,2479
F,Anne,2467
F,Donna,2459
F,Victoria,2457
F,Katrina,2439
F,Alison,2433
F,Kelli,2326
F,Ann,2320
F,Tabitha,2310
F,Kara,2291
F,Jodi,2265
F,Regina,2188
F,Carolyn,2176
F,Jaclyn,2129
F,Carla,2102
F,Colleen,2056
F,Cindy,2041
F,Latoya,2040
F,Deanna,2033
F,Kari,1968
F,Yolanda,1951
F,Joy,1946
F,Felicia,1939
F,Angel,1935
F,Molly,1932
F,Summer,1918
F,Aimee,1905
F,Kendra,1903
F,Meredith,1880
F,Debra,1871
F,Marie,1862
F,Shanna,1845
F,Paula,1827
F,Sherry,1825
F,Cassandra,1812
F,Lindsey,1812
F,Desiree,1808
F,Bethany,1765
F,Adrienne,1733
F,Krista,1733
F,Kristine,1732
F,Janet,1730
F,Rhonda,1726
F,Shawna,1702
F,Rachael,1694
F,Bridget,1685
F,Meghan,1680
F,Virginia,1652
F,Tamika,1637
F,Kristie,1620
F,Candice,1614
F,Laurie,1613
F,Mindy,1593
F,Trisha,1580
F,Monique,1575
F,Christie,1533
F,Casey,1532
F,Shelly,1501
F,Martha,1486
F,Stacie,1466
F,Toni,1457
F,Tracey,1450
F,Kellie,1445
F,Diane,1434
F,Carmen,1428
F,Miranda,1415
F,Sheila,1414
F,Latasha,1396
F,Janelle,1384
F,Robyn,1378
F,Alisha,1377
F,Kelley,1364
F,Joanna,1349
F,Cara,1346
F,Shana,1345
F,Rebekah,1343
F,Jillian,1339
F,Melody,1330
F,Candace,1326
F,Keri,1322
F,Ebony,1318
F,Olivia,1312
F,Autumn,1308
F,Caroline,1308
F,Shauna,1267
F,Sonya,1266
F,Sonia,1265
F,Carol,1264
F,Marisa,1257
F,Tricia,1248
F,Kerri,1222
F,Angie,1221
F,Anita,1221
F,Traci,1218
F,Ruth,1208
F,Yvonne,1208
F,Claudia,1201
F,Jody,1169
F,Janice,1162
F,Kerry,1154
F,Marissa,1147
F,Angelica,1146
F,Ana,1139
F,Kathy,1134
F,Terri,1116
F,Lynn,1107
F,Connie,1103
F,Priscilla,1099
F,Nikki,1095
F,Bonnie,1090
F,Cristina,1088
F,Krystal,1074
F,Rosa,1073
F,Naomi,1071
F,Charity,1067
F,Lakisha,1066
F,Audrey,1062
F,Tasha,1053
F,Gloria,1050
F,Annette,1045
F,Jeanette,1028
F,Shelley,1028
F,Leticia,1021
F,Ellen,1012
F,Abigail,1010
F,Kate,998
F,Becky,996
F,Ginger,996
F,Keisha,984
F,Tameka,962
F,Jana,959
F,Latisha,956
F,Karla,948
F,Sylvia,948
F,Gretchen,947
F,Charlene,937
F,Latonya,936
F,Frances,924
F,Helen,924
F,Jami,917
F,Leigh,916
F,Rose,916
F,Dorothy,914
F,Amie,910
F,Christa,892
F,Rita,892
F,Sherri,889
F,Bobbie,876
F,Jacquelyn,867
F,Juanita,866
F,Yvette,866
F,Hope,865
F,Eva,854
F,Sheri,852
F,Corinne,847
F,Belinda,843
F,Jennie,843
F,Lesley,842
F,Faith,840
F,Charlotte,829
F,Jodie,829
F,Jocelyn,827
F,Beverly,824
F,Kim,823
F,Aisha,820
F,Evelyn,820
F,Trina,818
F,Kirsten,814
F,Lakeisha,812
F,Adriana,810
F,Marsha,810
F,Raquel,805
F,Alyssa,801
F,Jasmine,797
F,Alice,791
F,Lacey,788
F,Billie,785
F,Rachelle,783
F,Sally,779
F,Whitney,778
F,Joyce,776
F,Maureen,774
F,Alexis,771
F,Brandie,766
F,Alexandra,764
F,Staci,764
F,Stefanie,764
F,Hilary,763
F,Jenifer,763
F,Devon,760
F,Chasity,759
F,Roxanne,759
F,Elaine,757
F,Penny,750
F,Hannah,735
F,Sandy,734
F,Jackie,732
F,Joanne,732
F,Rochelle,722
F,Norma,721
F,Hillary,719
F,Darlene,718
F,Esther,716
F,Betty,714
F,Tracie,712
F,Irene,708
F,Lydia,708
F,Christi,706
F,Marcia,706
F,Chrystal,704
F,Jane,699
F,Lakesha,679
F,Angelina,673
F,Cassie,671
F,Annie,662
F,Joni,656
F,Jean,652
F,Tanisha,651
F,Shirley,647
F,Chandra,645
F,Jessie,644
F,Amelia,643
F,Cathy,639
F,Marilyn,634
F,Jolene,632
F,Mandi,632
F,Brittany,630
F,Eileen,629
F,Judith,628
F,Ruby,628
F,Lora,621
F,Abby,619
F,Tami,619
F,Peggy,613
F,Miriam,612
F,Nadia,610
F,Debbie,604
F,Ericka,599
F,Selena,597
F,Bianca,593
F,Hollie,591
F,Elisabeth,589
F,Kenya,589
F,Wanda,588
F,Grace,587
F,Teri,587
F,Joann,586
F,Elisa,585
F,Nora,584
F,Bobbi,582
F,Ryan,580
F,Lorena,577
F,Alisa,575
F,Elena,574
F,Allyson,570
F,Kimberley,570
F,Camille,569
F,Nina,565
F,Lara,561
F,Tonia,561
F,Chrissy,559
F,Cecilia,556
F,Melisa,554
F,Carissa,553
F,Judy,553
F,Carly,550
F,Michael,545
F,Gwendolyn,543
F,Tori,542
F,Antoinette,537
F,Alissa,536
F,Gabriela,536
F,Guadalupe,535
F,Carey,534
F,Shawn,533
F,Roberta,529
F,Marisol,528
F,Mia,523
F,Johanna,520
F,Haley,518
F,Dena,517
F,Maribel,515
F,Tania,515
F,Tia,514
F,Alma,513
F,Tabatha,512
F,Kasey,511
F,Lana,511
F,Kylie,509
F,Terra,509
F,Lorraine,507
F,Candy,505
F,Chelsea,505
F,Cheri,496
F,Aja,491
F,Celeste,489
F,Lee,489
F,Audra,488
F,Jeanne,488
F,Janine,484
F,Dianna,483
